f1_record,f1_losses,f1_wr,f1_grappling,f1_striking,f1_sub_rate,f1_ko_rate,f1_td_acc,f1_td_def,f1_weight_exp,f1_age,f1_reach,f1_height,f1_recent_form,f1_opp_quality,f1_champ_exp,f1_control_time,f1_strike_def,f1_strike_acc,f1_win_streak,f1_ufc_fights,f1_ufc_record,f2_record,f2_losses,f2_wr,f2_grappling,f2_striking,f2_sub_rate,f2_ko_rate,f2_td_acc,f2_td_def,f2_weight_exp,f2_age,f2_reach,f2_height,f2_recent_form,f2_opp_quality,f2_champ_exp,f2_control_time,f2_strike_def,f2_strike_acc,f2_win_streak,f2_ufc_fights,f2_ufc_record,record_diff,wr_diff,grappling_diff,striking_diff,td_acc_diff,td_def_diff,weight_exp_diff,age_diff,reach_diff,height_diff,recent_form_diff,opp_quality_diff,champ_exp_diff,control_time_diff,strike_def_diff,strike_acc_diff,win_streak_diff,ufc_fights_diff,ufc_record_diff,outcome
9,9,0.5,0.47132259826360806,0.18150335921019894,0.15853595751391233,0.1168258709173493,0.3157840246694729,0.5731746668698882,0.3,30,67.92212372763882,67.72429380654111,0.6650781947069274,0.42179739886727224,0.4638142187969822,0.3387277198924938,0.7464594881405754,0.6199324491534104,1,17,8,11,2,0.8461538461538461,0.10752448703166108,0.3904100139633125,0.06003558739103947,0.038379255039185704,0.010134136074884496,0.3216124854765257,1.0,33,71.65250857367332,73.25350638385241,0.9141419835782465,0.5462761319016931,0.06545149254318917,0.34487365473433595,0.8991806162905092,0.6848573486593975,7,16,12,-2,-0.34615384615384615,0.363798111231947,-0.20890665475311354,0.3056498885945884,0.25156218139336245,-0.7,-3,-3.7303848460344966,-5.529212577311299,-0.24906378887131908,-0.12447873303442086,0.39836272625379304,-0.006145934841842171,-0.15272112814993377,-0.06492489950598712,-6,1,-4,0
19,7,0.7307692307692307,0.6215540560562022,0.6200805130757733,0.17635702470946613,0.08571797147810378,0.8350456172408148,0.8722123615249548,0.3,36,68.87742619921197,68.09538736150185,0.4993202907582351,0.4955069643726369,0.22472286810107875,0.11953558025242128,0.7730660882629296,0.6536102017657344,6,18,12,20,1,0.9523809523809523,0.3587121652187728,0.20935378561913737,0.04084049909779397,0.26979874510162155,0.152253351183608,0.6304977132035695,1.0,31,72.33426264161935,68.57096208870146,0.855897345793771,0.7528747137732884,0.7926358297684098,0.025805363816553625,0.7800096346100166,0.40431266131950466,4,24,21,-1,-0.2216117216117216,0.26284189083742937,0.4107267274566359,0.6827922660572068,0.24171464832138534,-0.7,5,-3.456836442407379,-0.47557472719961424,-0.3565770550355359,-0.2573677494006515,-0.5679129616673311,0.09373021643586765,-0.006943546347087048,0.2492975404462297,2,-6,-9,0
19,3,0.8636363636363636,0.8602406769520289,0.46743730887877133,0.3401840885049883,0.11695914281679874,0.26491613533768454,0.9376736572122085,0.3,24,69.97140038281783,68.41702004201302,0.5688288002765997,0.2345160858445191,0.10531809482569375,0.38038818953408693,0.5268959424884481,0.8983741969359252,3,15,12,10,3,0.7692307692307693,0.7788544690616421,0.28249839644333297,0.5052280136203662,0.01983685991041324,0.4459813793128868,0.8669022455196275,1.0,34,69.80330882540493,71.18361154916134,0.9299948393638461,0.5326742909008556,0.14007143981631814,0.3478977627334058,0.61159110289447,0.6724144490918789,8,6,4,9,0.09440559440559437,0.08138620789038675,0.18493891243543836,-0.18106524397520224,0.07077141169258105,-0.7,-10,0.16809155741290738,-2.76659150714832,-0.3611660390872464,-0.2981582050563365,-0.034753344990624394,0.03249042680068115,-0.08469516040602199,0.22595974784404638,-5,9,8,0
16,4,0.8,0.41892578120167007,0.3181842512808208,0.21011857187334015,0.2566569823953849,0.2298518841913653,0.8550426024774356,0.3,23,65.0,72.53659661679355,0.7266766051477554,0.3531059281365135,0.4659012477538834,0.2605584011605763,0.747865291281744,0.3666753736859167,14,8,6,20,3,0.8695652173913043,0.433866706184297,0.39755099127453675,0.10035659968049908,0.13556402693467384,0.03420945535762668,0.4117042237412848,1.0,32,73.9593458024276,70.71230845817607,0.7123909476336346,0.937891752575568,0.09792946203404618,0.1872153393272926,0.7493568432893256,0.7006611981204337,6,14,11,-4,-0.06956521739130428,-0.014940924982626946,-0.07936673999371596,0.1956424288337386,0.4433383787361508,-0.7,-9,-8.959345802427606,1.8242881586174775,0.014285657514120809,-0.5847858244390545,0.36797178571983724,0.07334306183328373,-0.0014915520075816646,-0.333985824434517,8,-6,-5,0
30,1,0.967741935483871,0.5600385186779968,0.43701257962240186,0.07328634768719616,0.0765475655791117,0.0983377524448931,0.1522566226026401,0.3,33,69.90805604698795,67.93170330062381,0.8990311486472994,0.795376547322148,1.0,0.17645223100582627,0.4847947717395248,0.7231411794548047,12,7,5,7,6,0.5384615384615384,0.16557673378624238,0.5418855003054707,0.31029388388978746,0.49911155560401316,0.4526287004760486,0.49615226909233295,1.0,27,70.94104277305266,72.00747209242485,0.7503993521615347,0.4960462357249569,0.14187843783003104,0.1655246442136152,0.7070819367819831,0.5519474987790284,3,18,7,23,0.42928039702233256,0.39446178489175443,-0.1048729206830688,-0.35429094803115546,-0.34389564648969284,-0.7,6,-1.0329867260647063,-4.075768791801039,0.14863179648576463,0.29933031159719115,0.8581215621699689,0.010927586792211064,-0.22228716504245827,0.17119368067577634,9,-11,-2,0
28,2,0.9333333333333333,0.8481354153833811,0.5407900611505029,0.2783681147970972,0.15339197820041242,0.5347780450512762,0.8423986311986835,0.3,24,71.1773004694891,68.08208622835085,0.48195792622654854,0.7813751420833246,1.0,0.17888561430980493,0.44014765174667386,0.48961247115830653,4,11,8,25,3,0.8928571428571429,0.9182966271731117,0.4661410558508982,0.11455213999462431,0.07630107114045324,0.4566675780899726,0.8208283356479618,1.0,27,74.73787449880327,68.61388009017952,0.6605577825801638,0.12914771971645395,0.47244555982610625,0.46373519805158064,0.2363064107285293,0.3110493729028233,7,17,12,3,0.04047619047619044,-0.07016121178973056,0.07464900529960466,0.07811046696130364,0.021570295550721763,-0.7,-3,-3.560574029314168,-0.5317938618286746,-0.1785998563536153,0.6522274223668707,0.5275544401738937,-0.2848495837417757,0.20384124101814458,0.17856309825548322,-3,-6,-4,1
19,0,1.0,0.47969942692585826,0.524934314273322,0.1819336022890645,0.5045999741938441,0.1345281574293404,0.6260862415766139,0.3,23,71.98814305741745,67.48640982286108,0.8804999050364863,0.5806714495516011,0.008161776814019101,0.1816891478303365,0.8961830423693485,0.76539129694417,11,22,21,25,4,0.8620689655172413,0.36917744116697093,0.29159401461251416,0.16650726548652028,0.09453276013246543,0.11170401862997129,0.8784575419314055,1.0,27,75.43806827693199,72.15582102758302,0.6730435809128582,0.2111876168974257,0.08001870378915452,0.23482694689512004,0.7355007775226754,0.2354948423247735,10,6,4,-6,0.13793103448275867,0.11052198575888733,0.23334029966080788,0.02282413879936912,-0.2523713003547916,-0.7,-4,-3.4499252195145402,-4.669411204721939,0.20745632412362813,0.3694838326541754,-0.07185692697513542,-0.05313779906478355,0.16068226484667314,0.5298964546193965,1,16,17,1
20,8,0.7142857142857143,0.559087413357765,0.1606930956352329,0.09543249008625408,0.6433432484723087,0.1370363589882797,0.3036462980076709,0.3,28,66.74728335065966,68.21203727339515,0.7992401960264053,0.25636309656879447,0.10045968608915976,0.19065656032408632,0.37895610508096417,0.412767933232003,0,5,2,25,0,1.0,0.8753445361608474,0.7652169374206941,0.0910901599401389,0.6108916481316014,0.3801681047630327,0.8703452739253253,1.0,23,75.08156728902377,70.7943289595512,0.6548297858332696,0.8268651740807873,0.32199313187723677,0.646924837134745,0.7856647938819468,0.4472336386115201,10,11,8,-5,-0.2857142857142857,-0.3162571228030824,-0.6045238417854611,-0.243131745774753,-0.5666989759176544,-0.7,5,-8.33428393836411,-2.58229168615604,0.14441041019313572,-0.5705020775119929,-0.22153344578807702,-0.45626827681065873,-0.4067086888009826,-0.0344657053795171,-10,-6,-6,0
18,3,0.8571428571428571,0.45550365547153626,0.6177383273468677,0.01306676794638803,0.08042782402524236,0.7293700834253485,0.35736114182431533,0.3,30,68.11337627956036,69.30463102715325,0.8447456610411131,0.6581633698993234,0.10692716770784336,0.17539516626756807,0.6305954629791394,0.46062719639737404,4,19,15,19,2,0.9047619047619048,0.553411665411364,0.5477032671858957,0.1299580458734579,0.2575056287498248,0.30817263230582403,0.8109456223233108,1.0,31,75.2961706425113,70.61635708358672,0.4175829351439963,0.5053984868540594,0.5213597914483142,0.017611378370125573,0.4289707421046654,0.8995100605391544,14,9,7,-1,-0.04761904761904767,-0.09790800993982773,0.07003506016097205,0.42119745111952445,-0.45358448049899547,-0.7,-1,-7.182794362950943,-1.3117260564334714,0.42716272589711685,0.15276488304526403,-0.41443262374047085,0.1577837878974425,0.20162472087447397,-0.43888286414178035,-10,10,8,0
8,3,0.7272727272727273,0.619556088547384,0.5447311234887412,0.11915782102470043,0.12085506682858595,0.1469362109181372,0.8927103590984671,0.3,26,69.74759562820697,69.84294689975181,0.8010190830040287,0.11102874535618547,0.00937196206873425,0.4300634657386132,0.8385490029437609,0.6961582976787744,6,7,4,26,5,0.8387096774193549,0.6020102113934682,0.5230129615183788,0.27213383363314153,0.016745224452281958,0.6367958519766669,0.7421015020661824,1.0,36,73.58792510159381,71.63395883554682,0.6807945628672732,0.4003486837267884,0.038396008137885365,0.09246725957921498,0.8593446636791485,0.5237711163657176,14,20,14,-18,-0.11143695014662758,0.017545877153915757,0.02171816197036236,-0.4898596410585297,0.15060885703228466,-0.7,-10,-3.840329473386845,-1.7910119357950123,0.12022452013675544,-0.28931993837060294,-0.029024046069151113,0.3375962061593982,-0.020795660735387633,0.17238718131305675,-8,-13,-10,0
12,3,0.8,0.46636589321738037,0.4987351460305638,0.1070800545893182,0.09537984939676072,0.21686329530234516,0.5426865397231502,0.3,34,75.51282815249344,68.64822837513533,0.8027902458447668,0.5492662084300075,0.21203919083445227,0.044214045325622606,0.4043455569842908,0.32929318074228425,9,15,9,14,0,1.0,0.30440572381366454,0.35780815445247266,0.009435028503684478,0.40388092242775264,0.636717231000768,0.8407462687461229,1.0,34,71.55081684494968,71.2935860239711,0.9282078446989875,0.7609269691001083,0.38776324595007094,0.01733805381663528,0.3940152385134101,0.2696060382132705,3,10,8,-2,-0.19999999999999996,0.16196016940371583,0.14092699157809113,-0.4198539356984229,-0.29805972902297273,-0.7,0,3.9620113075437615,-2.6453576488357697,-0.12541759885422077,-0.21166076067010076,-0.17572405511561867,0.026875991508987326,0.010330318470880728,0.05968714252901375,6,5,1,0
9,5,0.6428571428571429,0.5032516106349813,0.5323487081023557,0.028869651647633946,0.10084966886195634,0.15589260651095876,0.4430559357216799,0.3,34,65.01418434121331,68.7313825170589,0.9239600378622334,0.8101893954178523,0.08721577583291831,0.5110521348302739,0.8257074305697164,0.5933031008042884,1,20,10,17,5,0.7727272727272727,0.531257727749844,0.40526736733815516,0.008426680717136125,0.10626280101799107,0.2701886496543158,0.4389105624006667,1.0,34,70.41385035578652,71.18999976699408,0.2641834025515372,0.4870896460450385,0.05186907412761434,0.23014390884048852,0.25033921051353003,0.8430880305926416,12,7,4,-8,-0.1298701298701298,-0.028006117114862783,0.12708134076420052,-0.11429604314335706,0.004145373321013168,-0.7,0,-5.399666014573214,-2.4586172499351733,0.6597766353106962,0.32309974937281377,0.035346701705303976,0.2809082259897854,0.5753682200561864,-0.2497849297883532,-11,13,6,0
9,3,0.75,0.46001848302958803,0.5976916840946659,0.13009436722080522,0.26181666488592575,0.33300824259934264,0.3642187262303315,0.3,28,68.91221155894506,65.45393506358624,0.9589255746259782,0.1327119983579535,0.14371766178636483,0.21790873934472405,0.6144799851044928,0.6958514756575714,2,14,8,26,7,0.7878787878787878,0.28593024719924626,0.10839360997068426,0.0025801502618797386,0.2540089831175826,0.036497330426167415,0.178285085812189,1.0,33,70.62274023700012,70.38407694072193,0.4699506469576621,0.6655627739997027,0.1553409510239818,0.04505763219397126,0.5697662554481646,0.6844411376453438,4,23,16,-17,-0.037878787878787845,0.17408823583034178,0.48929807412398163,0.2965109121731752,0.18593364041814253,-0.7,-5,-1.7105286780550557,-4.930141877135682,0.4889749276683161,-0.5328507756417491,-0.011623289237616963,0.17285110715075278,0.04471372965632814,0.011410338012227683,-2,-9,-8,1
29,0,1.0,0.6192553157846744,0.6318552125118984,0.39632898347257783,0.024106925268999862,0.8291957092333397,0.9649376299143125,0.3,35,68.01631585046124,69.31038136771795,0.9753586505472358,0.26654221986863574,1.0,0.31543133885167096,0.7408424497894505,0.7520525334455306,0,16,13,9,6,0.6,0.4559099202340718,0.6236190956407821,0.10836179737668605,0.0009337647498727482,0.3074485806259716,0.6458900119345576,1.0,26,74.88878240918193,72.94188266275373,0.6814358167261757,0.4415653626259382,0.033808125344879696,0.11076422840020483,0.46096326334595394,0.5794532733341666,5,21,12,20,0.4,0.16334539555060262,0.00823611687111625,0.5217471286073682,0.3190476179797549,-0.7,9,-6.872466558720689,-3.6315012950357755,0.2939228338210601,-0.17502314275730246,0.9661918746551204,0.20466711045146613,0.2798791864434965,0.17259926011136395,-5,-5,1,1
27,7,0.7941176470588235,0.6172682209637234,0.1631592662715893,0.2296353530758721,0.10773803254224647,0.38654643362886826,0.6212185097433026,0.3,35,71.01065969183202,70.35393277467908,0.8579655488094741,0.4069967467601699,0.45064208570141107,0.47206573027083404,0.631194245269617,0.4423956339937699,7,8,5,16,2,0.8888888888888888,0.8971941933234242,0.4431890237016771,0.1528634931172564,0.377807985393173,0.8752122993169409,0.6697795892870898,1.0,30,74.34358524325538,71.74218810262785,0.8269790919652953,0.4482754024681654,0.10891203374646766,0.31415814596085667,0.829073626485843,0.6047840084689701,5,16,11,11,-0.09477124183006536,-0.27992597235970085,-0.28002975743008784,-0.48866586568807263,-0.04856107954378719,-0.7,5,-3.332925551423358,-1.3882553279487695,0.030986456844178778,-0.04127865570799549,0.34173005195494344,0.15790758430997737,-0.19787938121622606,-0.16238837447520016,2,-8,-6,0
15,1,0.9375,0.8045002699554781,0.16060761335025642,0.13687533167108218,0.22455877905874438,0.9607328311561846,0.5992094418964857,0.3,28,70.97257324045533,68.18592737414644,0.8193351690127257,0.9323832559467616,0.07403012506756829,0.18796100240505614,0.477433276178434,0.4555026779248668,3,19,17,6,2,0.75,0.4868289311217798,0.9888591494857181,0.04148326185429217,0.8794103635415705,0.011216757320164528,0.3283113303354605,1.0,28,72.3396289591301,72.35874656591301,0.3880176017033959,0.11290204447546294,0.4610928502092102,0.46460787277051413,0.2976275631795854,0.7727683536682608,5,13,8,9,0.1875,0.3176713388336983,-0.8282515361354617,0.94951607383602,0.2708981115610252,-0.7,0,-1.367055718674763,-4.172819191766564,0.43131756730932985,0.8194812114712987,-0.3870627251416419,-0.276646870365458,0.17980571299884862,-0.317265675743394,-2,6,9,0
24,3,0.8888888888888888,0.32025284978676805,0.16017390551166996,0.04054385697938779,0.26918328531597235,0.00805884329099526,0.1765107027416669,0.3,23,72.42339819459376,68.63419668576957,0.5390525056164642,0.4414866710919055,0.3909151021596477,0.3575546147206676,0.08573588415353837,0.7234079920190974,11,6,5,24,0,1.0,0.3025748738012962,0.5618943427322879,0.17238816254516995,0.06459764460568808,0.44838683600521917,0.16510947576881183,1.0,35,71.3551381105282,72.4018514308742,0.7399429465261164,0.4175553216125449,0.45584424019348463,0.1811950683248291,0.3392568127479766,0.4772156635490957,2,20,18,0,-0.11111111111111116,0.017677975985471828,-0.4017204372206179,-0.4403279927142239,0.011401226972855089,-0.7,-12,1.0682600840655567,-3.767654745104636,-0.20089044090965213,0.023931349479360597,-0.06492913803383693,0.17635954639583848,-0.2535209285944382,0.24619232847000172,9,-14,-13,0
18,6,0.75,0.7803801001626903,0.6472650411767789,0.4140052132372926,0.2658982600707915,0.9139585899499822,0.7302937756339253,0.3,31,69.83038034797586,69.284111623188,0.41206237309519006,0.5447930743230877,0.3861963564615741,0.6426669210790011,0.7012811997307494,0.6104858297101063,1,24,15,12,0,1.0,0.25453734330518946,0.40310295296797033,0.03682954018207657,0.29620832116294893,0.2849464254813358,0.7735629091465793,1.0,29,73.46301006119323,74.42387439163406,0.7301252505633927,0.42243058118055105,0.5265053551789014,0.2680280966896704,0.4065350545757675,0.6031310891784132,8,17,14,6,-0.25,0.5258427568575008,0.24416208820880853,0.6290121644686464,-0.043269133512654046,-0.7,2,-3.6326297132173693,-5.139762768446062,-0.31806287746820266,0.12236249314253661,-0.14030899871732733,0.3746388243893307,0.29474614515498193,0.00735474053169316,-7,7,1,1
14,5,0.7368421052631579,0.8955368578886783,0.6707300830753524,0.44565581297818607,0.00179557800547611,0.7560475284413123,0.9422624881389041,0.3,29,68.6236372199913,69.65575904831871,0.5734111926165449,0.010457684363465638,0.31156162985104247,0.472177167280863,0.9280717321613664,0.8326512225534322,0,12,8,10,5,0.6666666666666666,0.26897390048234415,0.7886914271533303,0.2600738236294592,0.504171977181029,0.1915027642282849,0.5410026803929993,1.0,23,78.61289552611535,71.7792283547418,0.24058487702250436,0.3296835750147951,0.3015555671583414,0.3335759697487521,0.7580229365161091,0.5792705545338955,2,19,12,4,0.07017543859649122,0.6265629574063342,-0.11796134407797787,0.5645447642130274,0.40125980774590486,-0.7,6,-9.989258306124057,-2.1234693064230896,0.3328263155940406,-0.3192258906513295,0.010006062692701045,0.13860119753211092,0.17004879564525732,0.2533806680195366,-2,-7,-4,1
23,8,0.7419354838709677,0.21068162151038508,0.6458567135251583,0.15617356900918827,0.30988155674033074,0.6360641291147113,0.23087330697768801,0.3,26,67.17989911570412,69.42256738455895,0.46704320004478855,0.7617787017583463,0.21589445747993607,0.053387796179657804,0.6125348500199266,0.7930560424454777,7,13,8,10,7,0.5882352941176471,0.7806371082429125,0.45010873859954675,0.46274741633282895,0.19850979702625068,0.6646296104205206,0.9170284663693404,1.0,30,69.34863879294129,68.48932776862767,0.403306751730716,0.6179987510025723,0.7160979783539112,0.3497608938611469,0.888525687793812,0.8989911612987515,4,19,10,13,0.15370018975332067,-0.5699554867325275,0.19574797492561152,-0.02856548130580927,-0.6861551593916524,-0.7,-4,-2.16873967723717,0.9332396159312708,0.06373644831407255,0.143779950755774,-0.5002035208739751,-0.2963730976814891,-0.27599083777388544,-0.10593511885327378,3,-6,-2,0
